iter	RMSE
265	0.05623607862
266	0.05623351164
267	0.05623215894
268	0.05623056223
269	0.05622871203
270	0.05622729665
271	0.05622445835
272	0.05622282896
273	0.05622053743
274	0.05621889899
275	0.05621688314
276	0.05621379417
277	0.05621257986
278	0.05621081942
279	0.05620932359
280	0.05620735165
281	0.05620626471
282	0.05620422253
283	0.05620262174
284	0.05620110332
285	0.05619884123
286	0.05619768981
287	0.05619549416
288	0.0561944843
289	0.0561931017
290	0.0561907396
291	0.05618931226
292	0.05618850223
293	0.05618718349
294	0.05618571111
295	0.05618342935
296	0.05618161315
297	0.0561799398
298	0.0561785988
299	0.05617713946
300	0.05617575671
301	0.05617395657
302	0.05617256438
303	0.05617065387
304	0.05616852041
305	0.05616701331
306	0.05616512856
307	0.05616391566
308	0.05616234648
309	0.05616009825
310	0.05615823561
311	0.05615632209
312	0.05615512247
313	0.05615294731
314	0.05615174425
315	0.0561504121
316	0.05614931242
317	0.05614785684
318	0.05614626594
319	0.05614492944
320	0.05614273538
321	0.05614133175
322	0.05613972494
323	0.05613864412
324	0.05613788326
325	0.05613680849
326	0.05613564562
327	0.05613455931
328	0.05613292352
329	0.05613198354
330	0.05613020771
331	0.05612925806
332	0.05612658932
333	0.05612514205
334	0.05612381881
335	0.0561221793
336	0.05612107899
337	0.05611956732
338	0.05611861535
339	0.05611755258
340	0.05611629803
341	0.05611500813
342	0.05611325634
343	0.05611202636
344	0.05611067153
345	0.05610932937
346	0.05610789802
347	0.05610615862
348	0.05610476678
349	0.056103898
350	0.05610290758
351	0.05610054582
352	0.05609969097
353	0.05609854843
354	0.05609663224
355	0.05609530898
356	0.056094117
357	0.05609289428
358	0.05609192591
359	0.05608896661
360	0.05608739081
361	0.05608609803
362	0.05608525174
363	0.05608345775
364	0.05608219139
365	0.05608092814
366	0.0560797151
367	0.05607871253
368	0.05607752449
369	0.05607511602
370	0.05607410378
371	0.05607338635
372	0.05607234619
373	0.05607137891
374	0.05607056492
375	0.0560687921
376	0.05606734714
377	0.05606605767
378	0.05606400686
379	0.05606286613
380	0.05606077521
381	0.05605870475
382	0.05605724633
383	0.05605622399
384	0.05605559696
385	0.05605428536
386	0.05605356618
387	0.05605221301
388	0.0560514954
389	0.05605049296
390	0.05604914639
391	0.05604790552
392	0.0560463248
393	0.05604543262
394	0.05604412218
395	0.05604337826
396	0.05604249582
397	0.05604171729
398	0.05604074655
399	0.05603961542
400	0.05603827211
401	0.05603685535
402	0.05603603599
403	0.05603447347
404	0.05603353295
405	0.05603203461
406	0.05603109729
407	0.05603031478
408	0.05602971192
409	0.05602886405
410	0.05602796833
411	0.05602643726
412	0.05602535387
413	0.05602488131
414	0.0560237558
415	0.0560227696
416	0.05602151851
417	0.05602084521
418	0.05601997633
419	0.05601908868
420	0.05601779621
421	0.05601679031
422	0.05601598079
423	0.05601498086
424	0.05601413661
425	0.0560131475
426	0.05601208284
427	0.05601146184
428	0.05601032424
429	0.05600848821
430	0.05600646501
431	0.05600558963
432	0.05600503657
433	0.05600409307
434	0.05600302154
435	0.05600236952
436	0.0560016578
437	0.05600066644
438	0.05599995367
439	0.05599902302
440	0.05599826669
441	0.05599705609
442	0.05599613895
443	0.05599460884
444	0.05599398438
445	0.05599325391
446	0.05599262444
447	0.05599188678
448	0.0559912721
449	0.0559901978
450	0.05598911973
451	0.0559882172
452	0.05598718848
453	0.05598586671
454	0.05598502827
455	0.05598350683
456	0.05598235319
457	0.05598134358
458	0.0559806048
459	0.05597956249
460	0.05597767952
461	0.05597651859
462	0.05597549153
463	0.0559749426
464	0.05597324836
465	0.05597217737
466	0.05597104036
467	0.05596931574
468	0.05596843829
469	0.05596786011
470	0.05596646466
471	0.05596580402
472	0.05596491186
473	0.05596341125
474	0.055962363
475	0.05596139857
476	0.05595967008
477	0.05595880415
478	0.05595710772
479	0.05595598798
480	0.05595508427
481	0.05595407237
482	0.05595374476
483	0.05595213282
484	0.05595115674
485	0.05594995994
486	0.05594928677
487	0.05594867888
488	0.05594820999
489	0.05594736421
490	0.05594679315
491	0.05594579618
492	0.05594475362
493	0.05594297793
494	0.05594219522
495	0.05594140129
496	0.05594059977
497	0.05594000322
498	0.05593930091
499	0.05593802909
500	0.0559364361
501	0.05593539228
502	0.05593376279
503	0.05593245242
504	0.05593181639
505	0.05593091717
506	0.05593027878
507	0.05592923435
508	0.05592835489
509	0.05592755332
510	0.05592675349
511	0.05592613303
512	0.05592507738
513	0.05592403711
514	0.05592306299
515	0.05592163542
516	0.0559203554
517	0.0559192364
518	0.05591819471
519	0.05591719126
520	0.05591660896
521	0.0559154981
522	0.05591454114
523	0.05591390767
524	0.05591296747
525	0.05591198965
526	0.05591118769
527	0.05591037092
528	0.05590977299
529	0.05590917145
530	0.05590853994
531	0.05590765614
532	0.05590662715
533	0.05590569609
534	0.05590470684
535	0.05590389136
536	0.05590291689
537	0.05590199634
538	0.05590139947
539	0.05590094061
540	0.05589983985
541	0.05589877645
542	0.05589779028
543	0.05589696613
544	0.05589617601
545	0.05589506096
546	0.05589410745
547	0.05589323575
548	0.05589231754
549	0.05589103933
550	0.05589012816
551	0.05588927905
552	0.05588793087
553	0.05588707594
554	0.05588642563
555	0.05588541414
556	0.05588462215
557	0.05588401378
558	0.0558829329
559	0.05588237995
560	0.05588125004
561	0.05588073721
562	0.05587974501
563	0.0558787118
564	0.05587818315
565	0.05587726023
566	0.05587612274
567	0.05587468278
568	0.05587404152
569	0.05587349487
570	0.05587233622
571	0.05587187473
572	0.05587109487
573	0.05587003382
574	0.05586907052
575	0.05586808166
576	0.05586734898
577	0.05586636349
578	0.05586584732
579	0.05586495656
580	0.05586397081
581	0.05586237649
582	0.05586179319
583	0.05586097967
584	0.05586038031
585	0.05585946592
586	0.0558580882
587	0.05585715077
588	0.05585646628
589	0.0558557629
590	0.05585507552
591	0.05585423457
592	0.0558532413
593	0.05585159679
594	0.05585060571
595	0.05584992755
596	0.05584892388
597	0.05584820787
598	0.05584727957
599	0.05584624835
600	0.05584473706
601	0.05584412966
602	0.05584330812
603	0.05584232537
604	0.05584150088
605	0.05584052076
606	0.05583959085
607	0.05583916825
608	0.05583809269
609	0.05583706087
610	0.05583635127
611	0.0558351696
612	0.05583443491
613	0.05583378179
614	0.05583344946
615	0.05583244991
616	0.05583142577
617	0.05583065769
618	0.05582970024
619	0.05582880233
620	0.05582808407
621	0.05582751262
622	0.05582677288
623	0.05582517234
624	0.05582426163
625	0.05582343933
626	0.05582295119
627	0.05582216223
628	0.0558214146
629	0.05582033358
630	0.05581998018
631	0.05581917205
632	0.05581862091
633	0.05581782773
634	0.05581697507
635	0.05581618607
636	0.05581571236
637	0.05581504102
638	0.05581384033
639	0.05581320472
640	0.05581262297
641	0.05581161588
642	0.05581086625
643	0.05581022783
644	0.05580993498
645	0.05580950116
646	0.05580892893
647	0.05580843603
648	0.05580762993
649	0.05580679476
650	0.05580606265
651	0.0558055276
652	0.05580527172
653	0.05580421978
654	0.05580354701
655	0.05580243884
656	0.0558013174
657	0.05580063361
658	0.05579964904
659	0.05579851731
660	0.05579794761
661	0.05579709351
662	0.05579660375
663	0.05579610927
664	0.05579528274
665	0.05579485032
666	0.05579400696
667	0.05579272128
668	0.05579233326
669	0.05579137916
670	0.05579047025
671	0.05578932724
672	0.05578837245
673	0.05578736117
674	0.05578638297
675	0.0557855154
676	0.05578496591
677	0.05578406416
678	0.0557832065
679	0.05578263324
680	0.05578206777
681	0.0557814436
682	0.05578083655
683	0.05578003709
684	0.05577914292
685	0.05577843462
686	0.05577753834
687	0.05577707152
688	0.05577619372
689	0.05577522431
690	0.05577421023
691	0.0557733356
692	0.05577273375
693	0.05577208622
694	0.0557713523
695	0.0557703065
696	0.05576950478
697	0.05576877873
698	0.05576810729
699	0.05576754047
700	0.05576669232
701	0.05576599567
702	0.05576553959
703	0.0557650487
704	0.05576414967
705	0.05576327396
706	0.05576283949
707	0.05576203354
708	0.05576094973
709	0.05575995242
710	0.05575897204
711	0.05575853367
712	0.05575775071
713	0.05575727611
714	0.05575626333
715	0.05575552916
716	0.05575475074
717	0.05575380184
718	0.0557529962
719	0.05575209165
720	0.055750926
721	0.05575018189
722	0.05574926604
723	0.05574815907
724	0.05574741755
725	0.05574651937
726	0.05574590761
727	0.05574510368
728	0.055744429
729	0.05574398325
730	0.05574342841
731	0.05574298505
732	0.05574219534
733	0.05574159425
734	0.05574103902
735	0.05574021019
736	0.05573953927
737	0.05573900889
738	0.05573825311
739	0.05573717732
740	0.05573613418
741	0.05573569877
742	0.0557352091
743	0.05573432609
744	0.0557337247
745	0.05573297485
746	0.0557321624
747	0.05573182958
748	0.05573122586
749	0.0557303343
750	0.05572962651
751	0.05572897736
752	0.05572824879
753	0.05572741011
754	0.05572658369
755	0.05572578617
756	0.05572446444
757	0.05572348914
758	0.05572294126
759	0.05572248621
760	0.05572169364
761	0.05572087127
762	0.0557198998
763	0.055719526
764	0.05571803806
765	0.05571746937
766	0.05571662346
767	0.05571587935
768	0.05571520486
769	0.05571458815
770	0.05571366018
771	0.05571285879
772	0.05571175765
773	0.05571090824
774	0.0557101608
775	0.05570943037
776	0.05570888726
777	0.05570820201
778	0.05570733146
779	0.05570669635
780	0.05570600103
781	0.05570498274
782	0.05570434138
783	0.0557035247
784	0.0557023847
785	0.05570169144
786	0.05570117202
787	0.05570072687
788	0.05570016438
789	0.05569946934
790	0.05569842839
791	0.05569741941
792	0.05569676777
793	0.05569645756
794	0.05569556148
795	0.0556942283
796	0.05569359117
797	0.05569273952
798	0.0556914572
799	0.05569080793
800	0.05568946253
801	0.05568880983
802	0.05568793517
803	0.05568703384
804	0.05568638596
805	0.055685657
806	0.05568489633
807	0.05568422138
808	0.0556836697
809	0.05568286504
810	0.05568201581
811	0.05568112754
812	0.05568041222
813	0.05567929089
814	0.05567894139
815	0.0556783382
816	0.05567732682
817	0.05567645509
818	0.05567587192
819	0.05567504924
820	0.05567435269
821	0.05567341352
822	0.05567233723
823	0.0556713858
824	0.05567061175
825	0.05566978838
826	0.05566909514
827	0.05566812856
828	0.05566743412
829	0.05566677947
830	0.05566576549
831	0.05566515698
832	0.05566456292
833	0.05566376503
834	0.05566341924
835	0.05566255774
836	0.05566209153
837	0.0556612604
838	0.0556608797
839	0.05566009035
840	0.05565886936
841	0.05565833723
842	0.05565754749
843	0.05565680375
844	0.05565608289
845	0.05565556651
846	0.0556548582
847	0.05565415125
848	0.05565342322
849	0.05565258511
850	0.05565224871
851	0.05565167361
852	0.05565086655
853	0.05565021016
854	0.05564963145
855	0.05564886988
856	0.05564792549
857	0.0556472998
858	0.05564654023
859	0.0556459255
860	0.05564489167
861	0.05564412916
862	0.05564356971
863	0.05564258235
864	0.05564162097
865	0.05564089274
866	0.05564022446
867	0.05563970851
868	0.05563931178
869	0.05563880797
870	0.05563836235
871	0.05563756129
872	0.05563710407
873	0.05563624947
874	0.05563492945
875	0.05563417965
876	0.05563381668
877	0.05563262344
878	0.05563166842
879	0.05563067402
880	0.05562994942
881	0.05562927257
882	0.05562869713
883	0.05562781171
884	0.05562684587
885	0.0556262466
886	0.05562578615
887	0.05562492138
888	0.0556243223
889	0.05562340067
890	0.05562284231
891	0.05562242003
892	0.05562171159
893	0.05562075933
894	0.05562042228
895	0.05561976241
896	0.05561905595
897	0.05561826405
898	0.05561768344
899	0.05561728012
900	0.05561651397
901	0.05561575758
902	0.05561519286
903	0.05561472838
904	0.05561398802
905	0.05561328631
906	0.05561258594
907	0.05561223554
908	0.05561163974
909	0.05561087276
910	0.05561047583
911	0.05560981559
912	0.05560925137
913	0.05560829996
914	0.05560740293
915	0.0556067619
916	0.05560564606
917	0.05560458986
918	0.0556037609
919	0.05560314824
920	0.05560242172
921	0.05560201723
922	0.05560157465
923	0.05560123821
924	0.05560051346
925	0.05559954677
926	0.05559883787
927	0.05559825149
928	0.05559771236
929	0.055596943
930	0.0555963349
931	0.05559532048
932	0.05559484476
933	0.05559402798
934	0.055593124
935	0.05559271898
936	0.05559187023
937	0.05559117
938	0.0555902393
939	0.05558959491
940	0.05558887302
941	0.05558819257
942	0.05558781998
943	0.05558705495
944	0.05558648561
945	0.0555857169
946	0.05558508709
947	0.05558438015
948	0.05558392396
949	0.05558312361
950	0.05558168985
951	0.05558083585
952	0.05558038799
953	0.05557968571
954	0.0555789605
955	0.05557775564
956	0.05557706217
957	0.05557650864
958	0.05557554157
959	0.05557492567
960	0.05557417504
961	0.05557331773
962	0.05557241787
963	0.05557167216
964	0.05557113347
965	0.05557062685
966	0.05556993348
967	0.05556941712
968	0.05556864601
969	0.05556800462
970	0.05556720439
971	0.05556668284
972	0.05556603203
973	0.05556547219
974	0.05556515112
975	0.05556447208
976	0.05556366416
977	0.05556322423
978	0.05556263324
979	0.05556196888
980	0.05556122181
981	0.05556065345
982	0.05555987946
983	0.0555591513
984	0.0555587072
985	0.05555809104
986	0.05555753981
987	0.05555707567
988	0.05555644027
989	0.05555575684
990	0.05555531154
991	0.05555464272
992	0.05555429836
993	0.05555351446
994	0.05555295665
995	0.05555209242
996	0.05555125838
997	0.05555030598
998	0.05554929873
999	0.05554872985
